Skill,Level,SFIA_Skill_Level,Level_Description,Level_Description_cosine,Level_Description_jaccard,skills_skillner,skills_skillner_qe,skills_skillner_keybert,skills_skillner_qe_keybert,rake_skills,yake_skills,skills_skillner_rake,skills_skillner_yake,skills_skillner_count,skills_skillner_qe_count,skills_skillner_keybert_count,skills_skillner_qe_keybert_count,skills_skillner_rake_count,skills_skillner_yake_count
Asset management,5,Asset management 5,"Manages and maintains the service compliance of  IT and service assets in line with business and regulatory requirements. _x000D_
Identifies, assesses and communicates associated risks. _x000D_
Ensures asset controllers, infrastructure teams and the business co-ordinate and optimise value, maintain control and maintain appropriate legal compliance.",manages maintains service compliance service assets line business regulatory requirements _xd_ identifies assesses communicates associated risks _xd_ ensures asset controllers infrastructure teams business coordinate optimise value maintain control maintain appropriate legal compliance,"manages and maintains the service compliance of it and service assets in line with business and regulatory requirements. xd identifies, assesses and communicates associated risks. xd ensures asset controllers, infrastructure teams and the business co ordinate and optimise value, maintain control and maintain appropriate legal compliance.","['control', 'regulatory requirement', 'xd', 'coordinate', 'communicates', 'maintain', 'controllers', 'maintains', 'manages', 'infrastructure']","['oversee', 'defend', 'pass', 'base', 'organize', 'negociate', 'convey', 'accountant', 'cope', 'operate', 'control condition', 'exert', 'ensure', 'wield', 'command', 'uphold', 'asseverate', 'conserve', 'bring off', 'xd', 'ascendancy', 'ordinate', 'hold', 'check', 'grapple', 'keep', 'carry off', 'intercommunicate', 'care', 'manage', 'communicate', 'organise', 'hold in', 'assert', 'dominance', 'pass on', 'deal', 'contain', 'make out', 'finagle', 'see to it', 'control', 'curb', 'master', 'coordinate', 'substructure', 'controller', 'keep up', 'manipulate', 'comptroller', 'manages', 'commune', 'ascendence', 'mastery', 'regulatory requirement', 'pass along', 'restrainer', 'get by', 'superintend', 'assure', 'restraint', 'verify', 'co-ordinate', 'infrastructure', 'contend', 'keep in line', 'wangle', 'insure', 'see', 'communicates', 'ascendance', 'transmit', 'preserve', 'make do', 'pull off', 'moderate', 'supervise', 'sustain', 'do', 'observe', 'ascendency', 'handle', 'put across', 'controllers', 'maintains', 'align', 'maintain', 'ascertain']","['control regulatory requirement', 'xd coordinate communicates', 'communicates maintain controllers', 'manages infrastructure', 'requirement xd']","['comptroller manages', 'supervise sustain', 'commune ascendence mastery', 'pass base organize', 'exert ensure wield']","['xd ensures asset controllers', 'maintain appropriate legal compliance', 'communicates associated risks', 'business co ordinate', 'xd identifies', 'service compliance', 'maintain control', 'service assets', 'regulatory requirements', 'optimise value', 'infrastructure teams', 'business', 'manages', 'maintains', 'line', 'assesses']","['regulatory requirements', 'service compliance', 'manages and maintains', 'asset controllers', 'risks', 'communicates', 'teams', 'legal']","['control', 'maintain control', 'regulatory requirements', 'coordinate', 'manages', 'business co ordinate', 'regulatory requirement', 'infrastructure teams', 'line', 'assesses', 'optimise value', 'infrastructure', 'maintain appropriate legal compliance', 'xd identifies', 'xd', 'communicates', 'communicates associated risks', 'xd ensures asset controllers', 'controllers', 'maintains', 'business', 'service assets', 'maintain', 'service compliance']","['infrastructure', 'control', 'regulatory requirement', 'regulatory requirements', 'legal', 'coordinate', 'xd', 'teams', 'communicates', 'asset controllers', 'controllers', 'maintains', 'manages', 'risks', 'maintain', 'manages and maintains', 'service compliance']",10,88,5,5,24,17
Asset management,6,Asset management 6,"Sets the strategy for asset management across the organisation. _x000D_
Communicates the policy, governance, scope and roles involved in asset management. _x000D_
Promotes awareness of and commitment to the role of asset management in the continuing economic and effective provision of services. Provides information and advice on complex asset management issues._x000D_
Initiates impact assessment arising from decisions to obtain, change or continue the possession or use of an asset, system or service.",sets strategy asset management across organisation _xd_ communicates policy governance scope roles involved asset management _xd_ promotes awareness commitment role asset management continuing economic effective provision services provides information advice complex asset management issues_xd_ initiates impact assessment arising decisions obtain change continue possession use asset system service,"sets the strategy for asset management across the organisation. xd communicates the policy, governance, scope and roles involved in asset management. xd promotes awareness of and commitment to the role of asset management in the continuing economic and effective provision of services. provides information and advice on complex asset management issues. xd initiates impact assessment arising from decisions to obtain, change or continue the possession or use of an asset, system or service.","['xd', 'services provides', 'services information', 'policy governance', 'asset management', 'communicates', 'economic', 'system service', 'provision services', 'impact assessment', 'decisions']","['decisiveness', 'xd', 'services provides', 'pass', 'policy governance', 'decision', 'asset management', 'communicates', 'economic', 'system service', 'transmit', 'determination', 'conclusion', 'convey', 'commune', 'services information', 'intercommunicate', 'pass along', 'communicate', 'economical', 'provision services', 'put across', 'pass on', 'impact assessment', 'decisions']","['xd services provides', 'policy governance asset', 'services impact assessment', 'economic service provision', 'asset management communicates']","['decisiveness xd services', 'governance decision asset', 'communicates economic service', 'provides pass policy', 'convey commune']","['xd initiates impact assessment arising', 'complex asset management issues', 'xd promotes awareness', 'asset management across', 'xd communicates', 'asset management', 'asset management', 'roles involved', 'provides information', 'effective provision', 'continuing economic', 'asset', 'use', 'system', 'strategy', 'sets', 'services', 'service', 'scope', 'role', 'possession', 'policy', 'organisation', 'obtain', 'governance', 'decisions', 'continue', 'commitment', 'change', 'advice']","['sets the strategy', 'asset management', 'organisation', 'complex asset', 'policy', 'issues', 'continuing', 'advice on complex', 'initiates impact']","['governance', 'services provides', 'asset management across', 'organisation', 'policy governance', 'scope', 'change', 'asset management', 'economic', 'sets', 'services information', 'use', 'roles involved', 'role', 'commitment', 'possession', 'provision services', 'continue', 'system', 'effective provision', 'advice', 'xd promotes awareness', 'xd', 'obtain', 'communicates', 'system service', 'policy', 'xd communicates', 'provides information', 'service', 'strategy', 'asset', 'complex asset management issues', 'services', 'continuing economic', 'impact assessment', 'xd initiates impact assessment arising', 'decisions']","['services provides', 'organisation', 'policy governance', 'asset management', 'economic', 'complex asset', 'sets the strategy', 'services information', 'provision services', 'initiates impact', 'advice on complex', 'issues', 'xd', 'continuing', 'communicates', 'system service', 'policy', 'impact assessment', 'decisions']",11,25,5,5,38,19
Service acceptance,3,Service acceptance 3,"Applies standard service acceptance criteria and participates in service acceptance testing. _x000D_
Collaborates with delivery teams to ensure service deliverables meet the required standards. _x000D_
Documents and communicates the outcomes of service acceptance activities. _x000D_
Identifies and reports issues or non-conformances, assisting with their resolution.",applies standard service acceptance criteria participates service acceptance testing _xd_ collaborates delivery teams ensure service deliverables meet required standards _xd_ documents communicates outcomes service acceptance activities _xd_ identifies reports issues nonconformances assisting resolution,"applies standard service acceptance criteria and participates in service acceptance testing. xd collaborates with delivery teams to ensure service deliverables meet the required standards. xd documents and communicates the outcomes of service acceptance activities. xd identifies and reports issues or non conformances, assisting with their resolution.","['activities', 'xd', 'collaborates', 'communicates', 'acceptance testing']","['activities', 'xd', 'activity', 'pass', 'collaborates', 'transmit', 'communicates', 'natural process', 'action', 'collaborate', 'natural action', 'acceptance testing', 'convey', 'commune', 'bodily process', 'intercommunicate', 'pass along', 'activeness', 'communicate', 'bodily function', 'get together', 'body process', 'put across', 'pass on', 'cooperate', 'join forces']","['collaborates communicates acceptance', 'communicates acceptance testing', 'xd collaborates', 'activities xd', 'testing']","['activity pass collaborates', 'communicates natural process', 'acceptance testing convey', 'activeness', 'bodily function']","['applies standard service acceptance criteria', 'ensure service deliverables meet', 'service acceptance testing', 'service acceptance activities', 'xd identifies', 'xd documents', 'xd collaborates', 'required standards', 'reports issues', 'non conformances', 'delivery teams', 'resolution', 'participates', 'outcomes', 'communicates', 'assisting']","['applies standard service', 'criteria and participates', 'testing', 'service deliverables meet', 'collaborates with delivery', 'documents']","['activities', 'ensure service deliverables meet', 'xd identifies', 'xd', 'collaborates', 'reports issues', 'communicates', 'outcomes', 'service acceptance activities', 'xd collaborates', 'required standards', 'xd documents', 'acceptance testing', 'resolution', 'assisting', 'participates', 'delivery teams', 'applies standard service acceptance criteria', 'service acceptance testing', 'non conformances']","['activities', 'xd', 'collaborates', 'criteria and participates', 'collaborates with delivery', 'communicates', 'acceptance testing', 'testing', 'applies standard service', 'service deliverables meet', 'documents']",5,26,5,5,20,11
Service acceptance,4,Service acceptance 4,"Engages with delivery teams to confirm that products developed meet the service acceptance criteria and are to the required standard. _x000D_
Assesses risks related to service acceptance and suggests actions to address identified risks. _x000D_
Facilitates the communication of acceptance criteria across teams to maintain alignment and consistency throughout the process._x000D_
Provides input into change control processes.",engages delivery teams confirm products developed meet service acceptance criteria required standard _xd_ assesses risks related service acceptance suggests actions address identified risks _xd_ facilitates communication acceptance criteria across teams maintain alignment consistency throughout process_xd_ provides input change control processes,engages with delivery teams to confirm that products developed meet the service acceptance criteria and are to the required standard. xd assesses risks related to service acceptance and suggests actions to address identified risks. xd facilitates the communication of acceptance criteria across teams to maintain alignment and consistency throughout the process. xd provides input into change control processes.,"['change control', 'maintain', 'communication', 'xd']","['defend', 'xd', 'communicating', 'preserve', 'hold', 'keep up', 'communication', 'sustain', 'conserve', 'change control', 'keep', 'exert', 'observe', 'wield', 'assert', 'uphold', 'asseverate', 'maintain']","['control maintain communication', 'change control', 'communication xd', 'maintain', 'change']","['defend xd communicating', 'hold communication sustain', 'exert observe wield', 'assert uphold', 'conserve change control']","['xd assesses risks related', 'acceptance criteria across teams', 'address identified risks', 'xd provides input', 'service acceptance criteria', 'products developed meet', 'change control processes', 'service acceptance', 'xd facilitates', 'delivery teams', 'suggests actions', 'required standard', 'maintain alignment', 'consistency throughout', 'process', 'engages', 'confirm', 'communication']","['products developed meet', 'engages with delivery', 'confirm that products', 'acceptance criteria', 'service', 'teams', 'meet', 'risks', 'input']","['service acceptance criteria', 'suggests actions', 'xd facilitates', 'communication', 'address identified risks', 'process', 'delivery teams', 'consistency throughout', 'change control processes', 'xd assesses risks related', 'xd provides input', 'xd', 'engages', 'maintain alignment', 'products developed meet', 'change control', 'acceptance criteria across teams', 'required standard', 'service acceptance', 'confirm', 'maintain']","['change control', 'engages with delivery', 'xd', 'teams', 'confirm that products', 'acceptance criteria', 'service', 'meet', 'communication', 'risks', 'input', 'maintain', 'products developed meet']",4,18,5,5,21,13
Service acceptance,5,Service acceptance 5,"Engages with delivery teams to ensure correct products are produced in a timely fashion. _x000D_
Leads the assessment of complex or critical service deliverables, ensuring they meet both current and future operational needs. Leads comprehensive risk evaluations identifying and prioritising risks that may impact service readiness. _x000D_
Provides authoritative advice on service acceptance practices. Provides recommendations for enhancing service readiness and improving service acceptance processes._x000D_
Evaluates the quality of project outputs against agreed service acceptance criteria.",engages delivery teams ensure correct products produced timely fashion _xd_ leads assessment complex critical service deliverables ensuring meet current future operational needs leads comprehensive risk evaluations identifying prioritising risks may impact service readiness _xd_ provides authoritative advice service acceptance practices provides recommendations enhancing service readiness improving service acceptance processes_xd_ evaluates quality project outputs agreed service acceptance criteria,"engages with delivery teams to ensure correct products are produced in a timely fashion. xd leads the assessment of complex or critical service deliverables, ensuring they meet both current and future operational needs. leads comprehensive risk evaluations identifying and prioritising risks that may impact service readiness. xd provides authoritative advice on service acceptance practices. provides recommendations for enhancing service readiness and improving service acceptance processes. xd evaluates the quality of project outputs against agreed service acceptance criteria.","['enhancing service', 'risk evaluations', 'operational', 'xd']","['xd', 'risk evaluations', 'enhancing service', 'usable', 'operating', 'useable', 'operational', 'operable', 'in operation', 'functional']","['service risk evaluations', 'risk evaluations operational', 'operational xd', 'evaluations operational', 'enhancing service']","['operating useable operational', 'xd risk evaluations', 'service usable', 'evaluations enhancing service', 'operation functional']","['leads comprehensive risk evaluations identifying', 'improving service acceptance processes', 'agreed service acceptance criteria', 'may impact service readiness', 'xd provides authoritative advice', 'service acceptance practices', 'enhancing service readiness', 'critical service deliverables', 'future operational needs', 'ensure correct products', 'xd leads', 'provides recommendations', 'xd evaluates', 'timely fashion', 'project outputs', 'prioritising risks', 'delivery teams', 'quality', 'produced', 'meet', 'ensuring', 'engages', 'current', 'complex', 'assessment']","['ensure correct products', 'engages with delivery', 'timely fashion', 'delivery teams', 'acceptance', 'comprehensive risk', 'assessment', 'critical', 'future', 'quality']","['future operational needs', 'leads comprehensive risk evaluations identifying', 'improving service acceptance processes', 'critical service deliverables', 'assessment', 'ensure correct products', 'xd leads', 'agreed service acceptance criteria', 'delivery teams', 'may impact service readiness', 'produced', 'prioritising risks', 'complex', 'timely fashion', 'xd', 'engages', 'quality', 'ensuring', 'xd provides authoritative advice', 'operational', 'risk evaluations', 'project outputs', 'enhancing service', 'service acceptance practices', 'enhancing service readiness', 'meet', 'current', 'xd evaluates', 'provides recommendations']","['engages with delivery', 'ensure correct products', 'xd', 'delivery teams', 'risk evaluations', 'enhancing service', 'comprehensive risk', 'quality', 'critical', 'future', 'acceptance', 'operational', 'assessment', 'timely fashion']",4,10,5,5,29,14
Service acceptance,6,Service acceptance 6,"Develops the organisation's approach for service acceptance, owns the transition process and defines the acceptance criteria for service transitions._x000D_
Ensures risk management activities are aligned with the organisation's broader risk management framework. Promotes and monitors project quality outputs to ensure they are fit for purpose and fit for use within operational services. _x000D_
Actively engages with stakeholders to promote awareness and compliance with service transition quality plans and processes. _x000D_
Agrees the service acceptance criteria with delivery teams.",develops organisations approach service acceptance owns transition process defines acceptance criteria service transitions_xd_ ensures risk management activities aligned organisations broader risk management framework promotes monitors project quality outputs ensure fit purpose fit use within operational services _xd_ actively engages stakeholders promote awareness compliance service transition quality plans processes _xd_ agrees service acceptance criteria delivery teams,"develops the organisation's approach for service acceptance, owns the transition process and defines the acceptance criteria for service transitions. xd ensures risk management activities are aligned with the organisation's broader risk management framework. promotes and monitors project quality outputs to ensure they are fit for purpose and fit for use within operational services. xd actively engages with stakeholders to promote awareness and compliance with service transition quality plans and processes. xd agrees the service acceptance criteria with delivery teams.","['activities', 'xd', 'quality processes', 'risk management', 'actively', 'operational', 'plans', 'engages stakeholders', 'risk management framework']","['be after', 'activities', 'programme', 'xd', 'quality processes', 'activity', 'project', 'operating', 'plans', 'operational', 'natural process', 'action', 'natural action', 'engages stakeholders', 'operable', 'functional', 'bodily process', 'design', 'activeness', 'bodily function', 'usable', 'risk management', 'contrive', 'architectural plan', 'program', 'body process', 'actively', 'useable', 'in operation', 'risk management framework', 'plan']","['stakeholders risk management', 'quality processes risk', 'activities xd quality', 'operational plans engages', 'framework']","['activities programme xd', 'risk management contrive', 'process design activeness', 'action engages stakeholders', 'bodily function usable']","['xd ensures risk management activities', 'broader risk management framework', 'use within operational services', 'monitors project quality outputs', 'service transition quality plans', 'xd actively engages', 'service acceptance criteria', 'xd agrees', 'service acceptance', 'transition process', 'acceptance criteria', 'service transitions', 'promote awareness', 'delivery teams', 'stakeholders', 'purpose', 'promotes', 'processes', 'owns', 'organisation', 'organisation', 'fit', 'fit', 'ensure', 'develops', 'defines', 'compliance', 'approach', 'aligned']","['process and defines', 'develops the organisation', 'organisation approach', 'service', 'risk management framework', 'fit', 'aligned', 'quality outputs', 'teams']","['develops', 'activities', 'service transitions', 'service acceptance criteria', 'quality processes', 'owns', 'organisation', 'promotes', 'compliance', 'plans', 'xd agrees', 'monitors project quality outputs', 'delivery teams', 'ensure', 'defines', 'transition process', 'aligned', 'actively', 'promote awareness', 'stakeholders', 'purpose', 'service transition quality plans', 'xd', 'operational', 'xd actively engages', 'engages stakeholders', 'processes', 'fit', 'xd ensures risk management activities', 'broader risk management framework', 'risk management', 'service acceptance', 'acceptance criteria', 'approach', 'risk management framework', 'use within operational services']","['activities', 'develops the organisation', 'xd', 'quality processes', 'process and defines', 'teams', 'risk management', 'quality outputs', 'aligned', 'actively', 'operational', 'plans', 'service', 'engages stakeholders', 'organisation approach', 'risk management framework', 'fit']",9,31,5,5,36,17
Security operations,1,Security operations 1,"Performs simple security administration tasks. _x000D_
Maintains relevant records and documentation, contributing to overall data integrity.",performs simple security administration tasks _xd_ maintains relevant records documentation contributing overall data integrity,"performs simple security administration tasks. xd maintains relevant records and documentation, contributing to overall data integrity.","['security administration', 'data integrity', 'xd', 'maintains']","['defend', 'xd', 'preserve', 'hold', 'keep up', 'sustain', 'conserve', 'keep', 'exert', 'data integrity', 'observe', 'wield', 'assert', 'uphold', 'asseverate', 'security administration', 'maintains', 'maintain']","['integrity xd maintains', 'data integrity xd', 'administration data integrity', 'security administration data', 'maintains']","['defend xd preserve', 'integrity observe wield', 'maintains maintain', 'asseverate security administration', 'exert data']","['performs simple security administration tasks', 'xd maintains relevant records', 'overall data integrity', 'documentation', 'contributing']","['performs simple security', 'security administration tasks', 'tasks', 'relevant', 'data']","['data integrity', 'xd', 'performs simple security administration tasks', 'xd maintains relevant records', 'security administration', 'documentation', 'maintains', 'overall data integrity', 'contributing']","['data integrity', 'xd', 'security administration tasks', 'security administration', 'relevant', 'data', 'performs simple security', 'maintains', 'tasks']",4,18,5,5,9,9
Security operations,2,Security operations 2,"Receives and responds to routine requests for security support. Maintains records and effectively communicates actions taken._x000D_
Assists in the investigation and resolution of issues relating to security systems using basic diagnostic tools and techniques._x000D_
Documents incident and event information and generates reports on exceptions and security events. Contributes to management reporting processes.",receives responds routine requests security support maintains records effectively communicates actions taken_xd_ assists investigation resolution issues relating security systems using basic diagnostic tools techniques_xd_ documents incident event information generates reports exceptions security events contributes management reporting processes,receives and responds to routine requests for security support. maintains records and effectively communicates actions taken. xd assists in the investigation and resolution of issues relating to security systems using basic diagnostic tools and techniques. xd documents incident and event information and generates reports on exceptions and security events. contributes to management reporting processes.,"['reports exceptions', 'diagnostic tool', 'receives', 'generates reports', 'investigation', 'management reporting', 'communicates', 'information reports', 'security system', 'maintains', 'management processes']","['defend', 'pass', 'keep up', 'encounter', 'convey', 'commune', 'reports exceptions', 'exert', 'pass along', 'wield', 'uphold', 'asseverate', 'find', 'experience', 'receive', 'management processes', 'conserve', 'pick up', 'diagnostic tool', 'have', 'generates reports', 'obtain', 'investigation', 'management reporting', 'communicates', 'transmit', 'preserve', 'hold', 'information reports', 'invite', 'security system', 'welcome', 'sustain', 'take in', 'probe', 'keep', 'intercommunicate', 'receives', 'observe', 'communicate', 'assert', 'get', 'meet', 'put across', 'pass on', 'maintains', 'investigating', 'maintain', 'incur']","['reports exceptions diagnostic', 'reports investigation management', 'diagnostic tool receives', 'security maintains management', 'tool receives generates']","['pass maintains investigating', 'encounter convey commune', 'receive management', 'sustain probe intercommunicate', 'wield']","['security systems using basic diagnostic tools', 'effectively communicates actions taken', 'management reporting processes', 'xd documents incident', 'security support', 'security events', 'xd assists', 'routine requests', 'maintains records', 'issues relating', 'generates reports', 'event information', 'techniques', 'responds', 'resolution', 'receives', 'investigation', 'exceptions', 'contributes']","['receives and responds', 'support', 'routine', 'basic diagnostic tools', 'systems using basic', 'contributes to management', 'event']","['exceptions', 'security systems using basic diagnostic tools', 'techniques', 'routine requests', 'management reporting processes', 'security support', 'reports exceptions', 'issues relating', 'contributes', 'xd assists', 'event information', 'effectively communicates actions taken', 'management processes', 'xd documents incident', 'maintains records', 'diagnostic tool', 'generates reports', 'investigation', 'management reporting', 'communicates', 'information reports', 'security system', 'resolution', 'receives', 'security events', 'responds', 'maintains']","['basic diagnostic tools', 'reports exceptions', 'diagnostic tool', 'receives', 'support', 'generates reports', 'systems using basic', 'investigation', 'management reporting', 'communicates', 'routine', 'event', 'information reports', 'security system', 'maintains', 'management processes', 'contributes to management', 'receives and responds']",11,49,5,5,27,18
Security operations,3,Security operations 3,"Investigates minor security breaches using established procedures, incorporating analytical tools and techniques._x000D_
Performs non-standard operational security tasks adapting to evolving technologies and threat landscapes._x000D_
Addresses and resolves a variety of security events to maintain system integrity and operational continuity.",investigates minor security breaches using established procedures incorporating analytical tools techniques_xd_ performs nonstandard operational security tasks adapting evolving technologies threat landscapes_xd_ addresses resolves variety security events maintain system integrity operational continuity,"investigates minor security breaches using established procedures, incorporating analytical tools and techniques. xd performs non standard operational security tasks adapting to evolving technologies and threat landscapes. xd addresses and resolves a variety of security events to maintain system integrity and operational continuity.","['operational security', 'analytical', 'investigates', 'operational', 'adapting', 'maintain', 'system integrity']","['defend', 'operational security', 'investigate', 'inquire', 'conform', 'analytical', 'preserve', 'investigates', 'adapt', 'operating', 'hold', 'keep up', 'operational', 'operable', 'look into', 'functional', 'system integrity', 'conserve', 'sustain', 'keep', 'exert', 'enquire', 'observe', 'wield', 'analytic', 'adjust', 'assert', 'usable', 'uphold', 'asseverate', 'useable', 'adapting', 'accommodate', 'in operation', 'maintain']","['operational security analytical', 'adapting maintain integrity', 'operational adapting', 'security', 'investigates']","['operational security', 'functional integrity conserve', 'investigates adapt operating', 'sustain exert enquire', 'wield analytic adjust']","['xd performs non standard operational security tasks adapting', 'investigates minor security breaches using established procedures', 'maintain system integrity', 'incorporating analytical tools', 'security events', 'xd addresses', 'operational continuity', 'threat landscapes', 'evolving technologies', 'variety', 'techniques', 'resolves']","['incorporating analytical tools', 'minor security breaches', 'established procedures', 'tools', 'maintain system integrity', 'threat', 'events']","['operational security', 'threat landscapes', 'techniques', 'analytical', 'xd performs non standard operational security tasks adapting', 'operational continuity', 'investigates', 'operational', 'resolves', 'xd addresses', 'system integrity', 'incorporating analytical tools', 'evolving technologies', 'maintain system integrity', 'security events', 'investigates minor security breaches using established procedures', 'variety', 'adapting', 'maintain']","['operational security', 'analytical', 'established procedures', 'investigates', 'operational', 'threat', 'system integrity', 'incorporating analytical tools', 'maintain system integrity', 'events', 'adapting', 'minor security breaches', 'maintain', 'tools']",7,35,5,5,19,14
Security operations,4,Security operations 4,"Maintains and optimises operational security processes. Checks that all requests for support are dealt with according to established protocols, including for cloud-based and automated systems._x000D_
Provides advice on implementing and managing physical, procedural and technical security encompassing both physical and digital assets._x000D_
Investigates security breaches in accordance with established procedures using advanced tools and techniques and recommends necessary corrective actions. _x000D_
Enables effective implementation of recommended security measures and monitors their performance.",maintains optimises operational security processes checks requests support dealt according established protocols including cloudbased automated systems_xd_ provides advice implementing managing physical procedural technical security encompassing physical digital assets_xd_ investigates security breaches accordance established procedures using advanced tools techniques recommends necessary corrective actions _xd_ enables effective implementation recommended security measures monitors performance,"maintains and optimises operational security processes. checks that all requests for support are dealt with according to established protocols, including for cloud based and automated systems. xd provides advice on implementing and managing physical, procedural and technical security encompassing both physical and digital assets. xd investigates security breaches in accordance with established procedures using advanced tools and techniques and recommends necessary corrective actions. xd enables effective implementation of recommended security measures and monitors their performance.","['advanced tools', 'tools', 'operational security', 'xd', 'monitors performance', 'maintains', 'managing', 'automated', 'investigates', 'measures performance', 'physical', 'digital', 'corrective actions']","['putz', 'oversee', 'creature', 'defend', 'keep up', 'negociate', 'peter', 'shaft', 'automatize', 'dick', 'cope', 'exert', 'machine-driven', 'strong-arm', 'enquire', 'puppet', 'monitors performance', 'wield', 'get by', 'uphold', 'asseverate', 'superintend', 'cock', 'joyride', 'tools', 'conserve', 'contend', 'bring off', 'instrument', 'tool', 'advanced tools', 'tool around', 'wangle', 'xd', 'operational security', 'investigate', 'inquire', 'preserve', 'prick', 'investigates', 'make do', 'deal', 'hold', 'pull off', 'automatise', 'measures performance', 'forcible', 'supervise', 'physical', 'digital', 'corrective actions', 'sustain', 'grapple', 'do', 'look into', 'keep', 'machine-controlled', 'carry off', 'care', 'observe', 'manage', 'handle', 'assert', 'managing', 'automated', 'pecker', 'maintains', 'maintain', 'automate', 'make out', 'finagle']","['tools operational security', 'xd monitors performance', 'performance maintains managing', 'physical digital corrective', 'automated investigates measures']","['oversee creature defend', 'maintains maintain automate', 'peter shaft automatize', 'supervise physical digital', 'actions']","['established procedures using advanced tools', 'recommends necessary corrective actions', 'xd enables effective implementation', 'optimises operational security processes', 'xd investigates security breaches', 'xd provides advice', 'technical security encompassing', 'recommended security measures', 'established protocols', 'digital assets', 'cloud based', 'automated systems', 'managing physical', 'physical', 'techniques', 'support', 'requests', 'procedural', 'performance', 'monitors', 'maintains', 'including', 'implementing', 'dealt', 'checks', 'according', 'accordance']","['operational security processes', 'maintains', 'requests for support', 'support are dealt', 'established', 'physical', 'advice on implementing', 'cloud', 'techniques']","['dealt', 'xd investigates security breaches', 'cloud based', 'techniques', 'procedural', 'requests', 'managing physical', 'monitors', 'recommends necessary corrective actions', 'established procedures using advanced tools', 'xd provides advice', 'recommended security measures', 'support', 'monitors performance', 'according', 'xd enables effective implementation', 'tools', 'optimises operational security processes', 'performance', 'advanced tools', 'xd', 'operational security', 'accordance', 'investigates', 'implementing', 'measures performance', 'checks', 'physical', 'digital', 'corrective actions', 'digital assets', 'technical security encompassing', 'managing', 'automated', 'automated systems', 'maintains', 'including', 'established protocols']","['techniques', 'established', 'cloud', 'support are dealt', 'monitors performance', 'tools', 'operational security processes', 'advanced tools', 'xd', 'operational security', 'investigates', 'measures performance', 'physical', 'digital', 'corrective actions', 'managing', 'automated', 'advice on implementing', 'requests for support', 'maintains']",13,71,5,5,38,20
